Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (AIF External Dependency),Custom field (AIF Innovation Potential),Custom field (AIF Sufficiency),Custom field (AIF Value),Custom field (Acceptance Criteria),Custom field (Access to AIAPPS Platform with ability to*),Custom field (Affected services),Custom field (Audience Segment ID),Custom field (Audience Type),Custom field (BCA Started),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Benefit hypothesis),Custom field (Business Value [MM$]),Custom field (CSE FTE Engaged),Custom field (Categories | Regions),Custom field (Category),Custom field (Chance of success),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Committed),Custom field (Compass),Custom field (Concerned Jira or Confluence URLs),Custom field (Concerned users - P&G shortnames only),Custom field (DS ELT Contact),Custom field (Dependency Status),Custom field (Dependency Type),Custom field (Development),Custom field (Domain),Custom field (End date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Facebook Ad Account),Custom field (Have you read the documentation?),Custom field (Impact),Custom field (Issue color),Custom field (Key Sponsor),Custom field (Lead DS),Custom field (Locked forms),Custom field (Model Risk Officer),Custom field (NSR Jira Ticket),Custom field (Needed by),Custom field (Open forms),Custom field (Persons requiring access or project admins (P&G emails are required!)),"Custom field (Provide request details, e.g. application name:)",Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Requesting team),Custom field (Requestor),Custom field (Risk),Satisfaction rating,Custom field (Stage),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Success Metris),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Tier),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type of Product),Custom field (Value),Custom field (What is your issue about?),Custom field ([CHART] Date of First Response),Custom field (itAccess group to map),Comment,Comment.1,Status Category,Watchers.1,Watchers Id.1,Outward issue link (Cloners),Custom field (Epic Link),Epic Link Summary,Sprint,Sprint.1,Comment.2,Parent,Parent summary,Inward issue link (Cloners),Attachment.1,Attachment.2,Attachment.3,Attachment.4,Custom field (Reviewers),Custom field (Reviewers)Id,Inward issue link (Relates),Inward issue link (Relates).1,"Custom field (Support required for Jira, Confluence or both?)",Comment.3,Comment.4,Comment.5,Labels,Inward issue link (Blocks),Inward issue link (Cloners).1,Inward issue link (Cloners).2,Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start).1,Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start).1,Outward issue link (Relates),Outward issue link (Relates).1,Outward issue link (Relates).2,Sprint.2,Sprint.3,Sprint.4,Comment.6,Comment.7,Comment.8,Comment.9,Comment.10,Comment.11,Comment.12,Fix versions,Labels.1,Attachment.5,Attachment.6,Attachment.7,Attachment.8,Custom field (AIF Internal Dependency),Inward issue link (Problem/Incident),Outward issue link (Relates).3,Outward issue link (Relates).4,Outward issue link (Relates).5
Determine if it is possible to download pod image using workload identity,ITS-193,134137,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,kamil gajek,61d425a20586a2006949ffee,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,15/Jun/23 1:44 PM,29/Jun/23 5:37 AM,16/Jun/23 5:34 AM,29/Jun/23 5:37 AM,,0,"Determine, if it is possible, to download the image for the pod from Azure Container Registry using the workload identity.

From my limited testing, it doesn’t work. We’re using the UAMI for the AML workspace, e.g. [mlwakstest3-uami - Microsoft Azure|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWAKSTEST3/providers/Microsoft.ManagedIdentity/userAssignedIdentities/mlwakstest3-uami/overview], which does have AcrPull role on the ACR: 

!image-20230615-174618.png|width=1224,height=364!

but it cannot download the image from this ACR for a pod created in {{pg-de-cf-project-aks3}} namespace on the {{aks-aif-mt-dev-2924}} even if we specify in the pod to use the workload identity, using the UAMI

{code:yaml}apiVersion: v1
kind: ServiceAccount
metadata:
  annotations:
    azure.workload.identity/client-id: 58922a6a-8a36-4ea6-ae60-7af314a1b329
  creationTimestamp: ""2023-06-15T17:10:47Z""
  labels:
    azure.workload.identity/use: ""true""
    kustomize.toolkit.fluxcd.io/name: app-of-apps-apps
    kustomize.toolkit.fluxcd.io/namespace: app-of-apps
  name: workload-sa
  namespace: pg-de-cf-project-aks3{code}

!image-20230615-174901.png|width=1250,height=247!

Determine. If it is possible, to download the image using workload identity, otherwise we need to implement this solution, for the ACR authentication, using AcrPull token:

[https://kubernetes.io/docs/tasks/configure-pod-container/pull-image-private-registry/|https://kubernetes.io/docs/tasks/configure-pod-container/pull-image-private-registry/|smart-link] ",,kamil gajek,61d425a20586a2006949ffee,,,,,,,,,15/Jun/23 1:50 PM;ug:2b10ad08-2990-4dbe-828d-61c962aafa4a;image-20230615-174618.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fmfn:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-20 08:35:19.122,,"20/Jun/23 4:35 AM;61d425a20586a2006949ffee;I think that we need add more information to deployments or pod to use WI



{noformat}apiVersion: v1
kind: Pod
metadata:
  name: quick-start
  namespace: ${SERVICE_ACCOUNT_NAMESPACE}
  labels:
    azure.workload.identity/use: ""true"" # <- needed labels on pod level
spec:
  serviceAccountName: ${SERVICE_ACCOUNT_NAME} # <- specified SA for authentication.
  containers:
    - image: ghcr.io/azure/azure-workload-identity/msal-go
      name: oidc
      env:
      - name: KEYVAULT_URL
        value: ${KEYVAULT_URL}
      - name: SECRET_NAME
        value: ${KEYVAULT_SECRET_NAME}{noformat}


this procedure is described here

[https://learn.microsoft.com/en-us/samples/azure-samples/azure-ad-workload-identity-mi/azure-ad-workload-identity-mi/|https://learn.microsoft.com/en-us/samples/azure-samples/azure-ad-workload-identity-mi/azure-ad-workload-identity-mi/|smart-link] 

[https://learn.microsoft.com/en-us/azure/aks/learn/tutorial-kubernetes-workload-identity#deploy-the-workload|https://learn.microsoft.com/en-us/azure/aks/learn/tutorial-kubernetes-workload-identity#deploy-the-workload|smart-link] ","20/Jun/23 4:55 AM;61d425a20586a2006949ffee;in deployments can use


{code:yaml}apiVersion: apps/v1
kind: Deployment
metadata:
    name: apps-name
    namespace: namespace-name
    labels:
      azure.workload.identity/use: ""true""
      app: app-label
spec:
  replicas: 1
  selector:
    matchLabels:
      app: app-label
      azure.workload.identity/use: ""true""    
  template:
    metadata:
      labels:
        azure.workload.identity/use: ""true""      
        app: app-label
    spec:
      serviceAccountName: ${SERVICE_ACCOUNT_NAME} # <- specified SA for authentication.
      containers:
      ...{code}",Done,Szymon Osiecki,61029d08627b560068c8a078,,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,ITS-194,15/Jun/23 1:50 PM;ug:2b10ad08-2990-4dbe-828d-61c962aafa4a;image-20230615-174901.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verify managed identity authentication on AIP provisioned workspaces,ITS-192,133624,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,Pawel Borowiak,6405ed610e0ddcdce18e3980,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,14/Jun/23 5:55 AM,21/Jun/23 6:36 AM,21/Jun/23 8:20 AM,21/Jun/23 6:36 AM,,0,"Run the script: [https://github.com/procter-gamble/azure-mlops-dev/blob/develop/src/pipeline_v2_check.py|https://github.com/procter-gamble/azure-mlops-dev/blob/develop/src/pipeline_v2_check.py]

on few newly created AML workspaces, by modifying the {{.azureml/config.json}}file, to confirm, that the ManagedIdentity is working as expected for the authentication inside pipelines.

Example workspaces:

* /subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWSZYMONOSDEV01/providers/Microsoft.MachineLearningServices/workspaces/mlwszymonosdev01
* /subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIP-MLWDEVREL780/providers/Microsoft.MachineLearningServices/workspaces/mlwdevrel780",,Pawel Borowiak,6405ed610e0ddcdce18e3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fji3:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-14 14:31:45.004,,"14/Jun/23 10:31 AM;6405ed610e0ddcdce18e3980;Verification Failed, Ticket to microsoft created.",,Done,Szymon Osiecki,61029d08627b560068c8a078,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add additional labels on the created namespaces for billing purposes,ITS-191,133621,Story,To Do,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Jagjeet Singh,5dde91bb7eb2280d03c98dd0,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,14/Jun/23 5:40 AM,14/Jun/23 5:41 AM,05/Jul/23 8:18 AM,,,0,"Identify tags that should be put into labels on AKS namespaces provisioned by AIP.

Request implementing changes in AIP during AKS attachment.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fjhf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4772213 whitelist the blob storage mlwhdcababy9b6lijex,ITS-188,133297,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,12/Jun/23 9:04 AM,13/Jun/23 5:32 AM,05/Jul/23 8:18 AM,13/Jun/23 5:32 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dbd45b8b9875bed50c48a2fc6cebb3564%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dbd45b8b9875bed50c48a2fc6cebb3564%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 



sub id: 4a4e68bf-6a30-454d-ab2d-3bc514a605d7
RG: AZ-RG-AIP-MLWHDCABABY

please whitelist the blob storage mlwhdcababy9b6lijex-- vnet-sa-func-filemover-genpurp-prem-p101 with subnet data-mover

also please authenticate data mover for Product Supply -- AZ-App-DataDelivery-DataMover-GP-PROD on  blob storage mlwhdcababy9b6lijex

thanks",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fhp7:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4774107 Delete Cloud Target.,ITS-187,133116,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,09/Jun/23 9:06 AM,13/Jun/23 5:32 AM,05/Jul/23 8:18 AM,13/Jun/23 5:32 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D4fac504a8797a990cf74c9d8cebb35ba%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D4fac504a8797a990cf74c9d8cebb35ba%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|smart-link] 



Resource group name: AZ-RG-AIP-MLWADELTEST. Azure subscription: PG-NA-External-NonProd-08 (27c0a03b-f477-4c6d-b9a9-608e91d2e83b)",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fgob:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4760799 change ownership of azure workspace,ITS-176,131993,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,06/Jun/23 6:02 AM,09/Jun/23 5:34 AM,05/Jul/23 8:18 AM,09/Jun/23 5:34 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D2a5446b4dbdfa910aee4a5730596195c%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D2a5446b4dbdfa910aee4a5730596195c%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 

Azure workspace: [https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIP-MLWHDCABABY/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIP-MLWHDCABABY/overview]

# Can you change its WBS ? the new WBS would be
Cost center - 1000539701
WBS - 1.357.0005.7766.S1001130
# Also can you transfer the product instance in MEGA to them? 
# if there is anything related to cost, it should use WBS - 1.357.0005.7766.S1001130",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fa1f:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement cost billing on shared clusters,ITS-157,130553,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,26/May/23 4:35 AM,03/Jul/23 5:53 AM,15/Jun/23 5:47 AM,03/Jul/23 5:53 AM,,0,"Currently used solution

[https://developerportal.pg.com/docs/default/component/kubernetes_documentation/Kubecost/Deployment/|https://developerportal.pg.com/docs/default/component/kubernetes_documentation/Kubecost/Deployment/]

AKS team has a business license and can give it for 20-30 nodes. License is ending by the end of fiscal but it will be renewed.

Kalian is the main technical contact (p[uli.teja@mindtree.com)|mailto:puli.teja@mindtree.com]

Billing isn’t fully automated - based on the business license, the detailed report is being created.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,14/Jun/23 10:43 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;cumulative-cost-for-last-7-days-by-namespace-1686753737806.csv;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0cw12:o,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-05-29 09:44:23.416,,"29/May/23 5:44 AM;62c7ec27b6357aecd7c7e693;place to test solution

[https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIF-AKS-MT-EastUS2-Dev/providers/Microsoft.ContainerService/managedClusters/aks-aif-mt-dev-2924/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIF-AKS-MT-EastUS2-Dev/providers/Microsoft.ContainerService/managedClusters/aks-aif-mt-dev-2924/overview]","14/Jun/23 5:37 AM;62c7ec27b6357aecd7c7e693;Business version of Kubecost has been installed on your cluster - *aks-aif-mt-dev-2924.*

 

Please access the kubecost UI using below steps and let us know if any issues.

 

# Login to aks cluster using az commands
# Then do port-forward of kubecost service on 9090 port

*kubectl port-forward service/kubecost-kubecost-cost-analyzer -n kubecost 9090*

# Then access kubecost UI on browser using [http://localhost:9090|https://urldefense.com/v3/__http:/localhost:9090__;!!NgSi4SaN6ydtRVQ-!0_g6pwW7-OVd3asM9zcouPu1Skr8JHAR5GWySREdxcCAZM6H23BLQbBTUgmN7LEeffMKFe0n-MQ8MUPPlvzjsLEh$]

 

Please be informed that kubecost should be port-forwarded on 9090 port only (source:destination 9090:9090).",Done,Tomasz Zagorowicz,62c7ec27b6357aecd7c7e693,,ITS-3,Central Kubernetes compute for training and inference,,,"14/Jun/23 10:42 AM;62c7ec27b6357aecd7c7e693;some screens related to cost analisys

!image-20230614-143456.png|width=1130,height=840!

possible aggregation types. Multi aggregation own exactly same option

!image-20230614-143517.png|width=50%!

possible time scopes

!image-20230614-143533.png|width=510,height=365!

edit options in report:

!image-20230614-143621.png|width=437,height=806!

chart type: cost over time

!image-20230614-143817.png|width=1084,height=424!

chart type: treemap

!image-20230614-143808.png|width=1055,height=740!",116882.0,Central Kubernetes compute for training and inference,,14/Jun/23 10:43 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;hourly-cost-for-last-7-days-by-namespace-1686753644818.csv;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23570,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143456.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23565,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143517.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23566,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143533.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23569,Szymon Osiecki,61029d08627b560068c8a078,,,,"14/Jun/23 10:44 AM;62c7ec27b6357aecd7c7e693;option to download data + sample outputs

!image-20230614-144345.png|width=1130,height=398!","21/Jun/23 6:24 AM;61029d08627b560068c8a078;Evaluate if it is possible to export reports, including namespace labels to do the categorisation.","27/Jun/23 5:22 AM;62c7ec27b6357aecd7c7e693;[https://docs.kubecost.com/apis/apis-overview/cloud-cost-api|https://docs.kubecost.com/apis/apis-overview/cloud-cost-api|smart-link] 

there is possible to use API calls which will generate standard json output.
ConvertFrom-Json | ConvertTo-csv",,,,,,,,,ITS-35,,,,,,,,,,,,,,,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143621.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23564,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143808.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23567,14/Jun/23 10:42 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-143817.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23568,14/Jun/23 10:44 AM;451a21be-312a-4ec3-9eda-3d3ce57804fc;image-20230614-144345.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23572,,,,,
Test IPA integration on dev cluster,ITS-156,130163,Story,To Do,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,22/May/23 10:59 AM,30/Jun/23 5:58 AM,05/Jul/23 8:18 AM,,,0,"Rhea details from Dario

* name of the branch: {{fluxcd-deployment}} (orphan branch)
* hostname: {{ipa.pg.com}}
* different namespaces

Test on [aks-aif-mt-dev-2924 - Microsoft Azure|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIF-AKS-MT-EastUS2-Dev/providers/Microsoft.ContainerService/managedClusters/aks-aif-mt-dev-2924/overview] cluster.

Register {{ipa-dev.pg.com}} and point it to the above cluster Istio gateway.

Link to IPA templates
[de-cf-pyrogai/src/aif/ipa/deployment/helm/ipa/templates at APE-312 · procter-gamble/de-cf-pyrogai · GitHub|https://github.com/procter-gamble/de-cf-pyrogai/tree/APE-312/src/aif/ipa/deployment/helm/ipa/templates]
We need to ask [~accountid:5d94512e4af8460dd5579d2b] , to generate a template of an IPA application for us to test it.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fjhj:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evaluate backstop policies for AML,ITS-97,126639,Story,To Do,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,24/Apr/23 1:13 PM,03/Jul/23 5:42 AM,05/Jul/23 8:18 AM,,,0,"We still observe backtop removing roles from AML resources, which may cause issues with the service reliability.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,Backstop in no longer removing role assignments from AML resources.,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0efsr:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investigate pipeline for cleaning images,ITS-59,125721,Story,To Do,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Low,,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,18/Apr/23 4:59 AM,30/Jun/23 5:57 AM,29/Jun/23 5:42 AM,,,0,,,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0eagf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
